1468	157
1458	142
1456	128
1465	115
1481	183
1482	130
1490	150
1504	130
1506	180
1410	204
1431	192
1418	182
1429	164
1523	155
1524	207
1525	228
1537	181
1497	241
1482	226
1509	207
1462	204
1458	253
1403	242
1432	241
1451	224
1416	221
1443	210
1543	254
1576	249
1552	232
1578	227
1544	209
1571	204
1537	309
1540	282
1566	299
1567	269
1483	313
1517	310
1466	291
1505	291
1484	267
1515	267
1458	318
1406	317
1439	298
1411	289
1398	272
1411	261
1447	352
1451	409
1453	379
1472	337
1474	364
1390	337
1391	353
1402	375
1413	348
1433	366
1427	398
1401	407
1431	426
1689	536
1673	530
1660	524
1644	512
1572	577
1628	566
1568	550
1587	538
1623	537
1607	519
1517	591
1686	586
1655	582
1669	556
1690	556
1650	550
1634	598
1641	612
1659	623
1663	604
1687	613
1698	593
1703	566
1714	552
1723	588
1738	572
1712	621
1732	612
1684	637
1709	641
1661	667
1689	665
1656	647
1642	631
2011	730
2044	714
2024	713
2022	699
2040	695
2039	679
2038	802
2033	777
2042	749
2045	735
2026	793
2042	827
2042	850
2044	882
1992	873
2015	871
2012	853
1982	848
1989	837
1904	871
1926	864
1945	876
1953	842
1968	865
1948	856
1899	844
2014	937
1993	935
1962	926
2000	906
1976	901
2028	899
1907	948
1921	919
1930	939
1945	907
1945	929
1925	894
1908	890
2000	985
1976	983
2017	977
1988	961
1965	952
1936	1006
1948	988
1918	988
1940	966
1977	1067
1984	1045
1969	1030
1996	1013
1965	1003
1929	1107
1924	1079
1947	1052
1919	1051
1933	1028
1827	883
1843	868
1820	862
1838	851
1815	843
1875	900
1887	898
1846	897
1872	880
1857	876
1810	915
1783	897
1811	897
1803	879
1783	874
1796	852
1884	969
1866	963
1886	944
1867	939
1873	921
1591	640
1605	592
1618	614
1623	634
1543	604
1556	594
1559	621
1569	641
1575	620
1581	600
1540	631
1529	617
1512	634
1592	697
1622	687
1598	679
1606	660
1633	655
1549	675
1555	655
1564	688
1571	676
1579	671
1582	714
1565	736
1538	727
1613	739
1593	733
1653	731
1636	719
1606	717
1771	747
1797	745
1817	738
1795	718
1821	716
1768	713
1768	764
1788	761
1772	782
1864	779
1791	777
1821	756
1851	753
1778	769
1783	829
1793	813
1791	801
1813	796
1858	836
1848	824
1824	822
1869	813
1726	740
1733	707
1734	762
1745	734
1749	713
1750	756
1755	787
1734	784
1746	803
1765	693
1715	692
1740	691
1724	681
1709	676
1684	789
1666	782
1684	765
1702	749
1681	732
1711	768
1719	800
1699	785
1649	692
1676	709
1679	679
1697	691
1669	837
1706	830
1640	825
1680	815
1701	812
1687	855
1506	871
1509	847
1524	832
1496	828
1536	816
1510	815
1527	801
1541	785
1560	840
1554	955
1498	942
1521	933
1562	932
1510	917
1528	912
1556	767
1523	766
1508	748
1526	748
1515	721
1555	711
1525	698
1541	696
1483	695
1508	682
1479	673
1504	660
1530	659
1468	794
1476	762
1479	782
1486	765
1489	746
1486	876
1459	874
1481	902
1579	924
1600	921
1569	899
1578	899
1600	897
1669	887
1645	871
1670	861
1650	846
1587	875
1609	869
1624	858
1592	848
1612	841
1573	862
1577	787
1606	780
1593	766
1578	764
1616	763
1654	807
1637	779
1668	761
1641	753
1587	822
1608	822
1625	803
1598	799
1595	992
1567	981
1600	972
1577	953
1601	946
1621	986
1627	962
1652	941
1628	918
1648	918
1669	908
1648	897
1625	890
1662	925
1627	935
1869	1049
1869	1023
1871	995
1879	1068
1889	997
1901	1081
1896	1047
1910	1023
1857	982
1835	974
1842	957
1815	950
1827	929
1851	924
1827	1045
1812	1010
1842	992
1819	984
1849	1034
1847	1057
1799	1001
1801	964
1784	953
1787	924
1794	1018
1807	1033
1792	1047
1805	1061
850	1031
803	1030
848	1017
829	1015
830	994
809	1021
821	1022
808	1008
949	1083
935	1078
915	1073
938	1059
911	1056
927	1049
939	1123
934	1106
910	1098
954	1098
883	971
854	964
889	950
