2022	791
2032	731
2037	756
2039	793
2043	816
2006	1000
1989	996
2007	973
1986	971
2004	947
2023	942
1986	1023
1984	917
2031	914
1965	891
2004	889
1995	862
2016	844
1979	848
1954	851
1942	834
1944	791
1957	828
1975	804
1987	828
2011	818
1956	944
1916	943
1920	927
1950	912
1927	880
1916	1053
1911	1029
1924	1010
1913	982
1924	962
1958	1029
1953	999
1958	1053
1790	672
1824	661
1849	643
1795	641
1826	635
1862	666
1966	728
1947	720
1885	720
1952	704
1882	700
1825	750
1828	725
1839	706
1804	698
1823	693
1871	793
1922	792
1869	764
1909	762
1946	752
1808	427
1826	414
1795	410
1841	401
1810	391
1837	386
1828	442
1845	437
1857	411
1863	433
1863	398
1906	422
1920	441
1988	436
2015	420
2027	447
1992	465
1836	506
1793	487
1825	476
1809	446
1849	464
1859	492
1869	521
1884	465
1886	487
1911	466
1946	486
1985	487
1998	501
2022	486
1982	522
1965	535
2040	547
2038	576
1885	914
1886	1032
1890	938
1897	1001
1867	840
1868	871
1889	810
1895	887
1897	846
1908	869
1823	876
1809	851
1837	848
1829	810
1808	804
1838	785
1807	899
1825	908
1828	976
1835	960
1848	946
1856	915
1779	944
1800	928
1787	901
1797	876
1805	961
1522	770
1530	797
1532	728
1542	704
1550	756
1470	729
1474	700
1499	684
1500	731
1515	700
1437	790
1456	772
1485	763
1499	809
1475	793
1403	745
1413	704
1427	730
1433	760
1454	713
1455	750
1357	789
1370	832
1372	780
1374	806
1381	767
1397	803
1326	725
1332	760
1337	703
1353	733
1358	695
1278	798
1301	826
1314	792
1323	830
1330	841
1344	821
1312	913
1278	896
1303	888
1307	859
1279	854
1344	910
1352	880
1352	848
1233	764
1252	777
1273	730
1282	753
1298	770
1300	735
1229	715
1266	708
1217	685
1242	673
1218	667
1216	826
1223	801
1241	838
1264	818
1192	840
1200	776
1207	757
1208	754
1143	674
1157	707
1173	664
1177	633
1193	695
1203	642
1141	771
1146	812
1174	764
1176	795
917	848
946	847
903	827
885	793
928	792
964	823
919	870
958	882
988	864
993	836
977	793
992	780
962	775
973	970
973	935
994	920
1000	939
1028	939
1016	884
1041	850
1021	836
1033	823
1020	973
937	996
898	981
874	971
937	969
910	960
863	1005
878	1049
907	1046
917	1028
941	1021
905	1015
878	1022
840	1012
844	1057
1011	810
1027	799
1039	772
1015	760
1014	732
962	712
973	736
975	758
990	727
944	766
910	760
886	739
919	734
946	730
804	749
806	775
826	789
835	739
857	766
858	718
859	807
875	829
826	698
782	690
816	670
775	661
783	639
750	890
763	859
772	879
783	812
793	848
831	832
762	910
732	922
721	728
764	728
703	716
746	697
698	689
689	812
715	788
743	756
708	750
683	645
723	665
736	629
746	675
759	635
691	847
710	834
729	859
743	817
705	901
674	897
700	929
704	862
719	474
681	470
653	467
698	449
627	444
678	570
665	540
644	533
633	517
684	500
654	499
567	605
616	603
590	598
619	566
598	565
681	612
723	600
724	555
693	538
723	522
621	672
653	663
639	634
654	576
683	180
692	254
692	197
706	223
668	211
669	246
584	171
544	167
563	157
597	156
615	170
550	206
555	222
569	222
571	199
604	263
611	224
616	199
628	246
629	208
633	188
575	244
576	276
586	222
593	190
597	241
599	209
602	478
567	461
607	443
556	434
613	413
562	393
604	290
619	306
564	561
616	537
584	533
609	510
586	509
566	506
537	577
538	540
538	531
527	515
532	610
532	190
466	659
489	653
494	620
497	585
508	678
521	653
588	699
553	690
558	670
580	643
576	758
602	742
564	735
595	723
561	710
616	709
625	731
610	759
399	1012
357	1006
431	1005
386	987
410	980
372	976
334	1028
394	898
459	896
479	885
431	875
394	869
499	889
393	949
422	947
359	940
423	913
364	908
456	938
464	961
485	957
490	925
510	928
444	971
470	992
463	1022
403	1083
439	1061
374	1043
419	1039
340	1050
345	1088
382	1107
536	487
507	481
487	472
516	439
539	418
520	409
470	498
485	524
497	493
506	530
506	512
396	385
410	404
426	405
491	455
491	421
398	476
419	457
438	454
435	433
414	429
391	418
295	374
367	372
354	366
358	340
366	319
293	311
293	409
332	443
335	467
336	412
361	438
370	479
366	460
